date,product_id,sales,category,region,price,discount,rating,views,clicks
2027-02-07,P006,67,E,East,22.26,10.95,5,450,98
2027-02-08,P014,60,E,South,26.25,4.36,3,209,211
2027-02-09,P020,72,C,West,18.37,1.63,5,666,395
2027-02-10,P014,74,B,West,94.63,12.82,4,850,59
2027-02-11,P011,50,C,East,86.63,0.82,5,2630,448
2027-02-12,P004,68,C,West,18.17,0.75,1,4169,391
2027-02-13,P010,69,E,West,71.02,31.46,3,2322,75
2027-02-14,P002,59,D,East,32.1,5.87,1,556,131
2027-02-15,P004,76,E,South,11.55,1.89,3,3594,97
2027-02-16,P020,61,D,East,36.32,15.73,2,776,425
2027-02-17,P010,63,B,North,49.6,11.11,3,849,52
2027-02-18,P001,60,A,West,11.8,5.31,2,2695,45
2027-02-19,P014,62,B,East,39.13,10.68,1,4675,169
2027-02-20,P018,51,E,South,73.03,1.98,5,265,486
2027-02-21,P012,48,D,South,30.56,1.22,2,919,388
2027-02-22,P019,78,A,West,53.64,37.19,2,1727,380
2027-02-23,P012,54,D,North,89.88,9.11,4,1349,144
2027-02-24,P005,52,D,East,12.56,2.05,4,232,118
2027-02-25,P004,41,A,North,80.71,26.92,3,1419,82
2027-02-26,P013,56,A,East,44.55,16.46,4,2164,299
2027-02-27,P018,49,B,South,58.7,8.0,2,2743,349
2027-02-28,P012,79,C,South,30.78,10.63,1,4458,107
2027-03-01,P016,72,A,West,62.11,19.01,2,2030,95
2027-03-02,P006,55,C,North,75.76,27.05,4,3553,349
2027-03-03,P007,85,C,South,28.14,4.04,3,4869,247
2027-03-04,P009,72,C,West,40.89,24.47,4,3776,337
2027-03-05,P010,59,C,South,61.06,12.51,5,1583,424
2027-03-06,P005,37,A,East,47.51,11.35,2,3819,349
2027-03-07,P004,85,D,North,36.38,4.07,5,2418,456
2027-03-08,P011,48,A,North,50.65,18.25,1,356,449
2027-03-09,P019,46,A,East,36.17,4.15,3,4537,72
2027-03-10,P007,72,E,East,37.17,5.47,3,3295,361
2027-03-11,P013,86,E,North,64.96,35.35,1,4517,323
2027-03-12,P013,76,B,West,52.94,23.47,3,4309,298
2027-03-13,P018,68,C,West,70.94,9.83,5,4626,149
2027-03-14,P009,68,C,South,85.37,6.71,4,1362,142
2027-03-15,P013,71,E,West,94.87,29.6,5,3965,148
2027-03-16,P013,70,D,North,23.62,11.12,3,1252,220
2027-03-17,P005,65,B,West,66.36,12.84,2,2651,165
2027-03-18,P012,63,D,East,62.42,18.38,3,2992,104
2027-03-19,P001,61,E,North,88.03,8.0,5,419,323
2027-03-20,P018,55,D,South,90.63,6.06,5,145,81
2027-03-21,P017,59,C,North,78.45,23.52,4,595,271
2027-03-22,P010,45,E,North,63.59,41.83,3,1614,412
2027-03-23,P009,61,D,West,27.93,2.68,4,4777,385
2027-03-24,P020,52,B,West,34.9,16.66,4,4876,29
2027-03-25,P008,51,B,West,64.25,23.95,1,4067,461
2027-03-26,P015,64,A,South,22.54,6.98,2,206,110
2027-03-27,P013,76,E,South,26.56,3.78,2,1334,298
2027-03-28,P017,71,E,South,92.03,34.38,2,4661,18
2027-03-29,P009,46,E,South,96.07,36.09,1,4733,255
2027-03-30,P011,52,C,East,10.47,0.99,4,2204,466
2027-03-31,P004,71,C,North,87.62,20.76,5,504,301
2027-04-01,P007,52,E,West,94.42,30.31,1,2030,282
2027-04-02,P020,60,D,North,57.32,9.67,5,666,401
2027-04-03,P003,68,C,North,50.4,23.34,5,406,109
2027-04-04,P010,52,E,North,92.69,17.2,1,4001,300
2027-04-05,P003,63,C,West,10.68,4.75,3,2983,431
2027-04-06,P001,49,A,North,85.64,20.98,1,3738,193
2027-04-07,P014,56,B,East,36.69,13.59,3,3657,309
2027-04-08,P013,65,A,West,67.7,25.83,5,3027,84
2027-04-09,P005,46,E,East,39.09,4.99,4,1935,21
2027-04-10,P008,66,B,West,57.07,36.2,4,2026,280
2027-04-11,P012,62,D,North,82.75,16.2,3,4608,190
2027-04-12,P006,68,E,North,26.31,6.85,1,2561,284
2027-04-13,P002,64,D,North,69.75,5.03,3,2393,261
2027-04-14,P004,76,D,East,90.85,5.07,4,1119,290
2027-04-15,P005,63,C,North,91.09,26.0,5,2413,109
2027-04-16,P011,58,C,South,90.47,32.86,5,262,307
2027-04-17,P013,63,B,East,56.66,11.46,2,1416,14
2027-04-18,P008,67,B,South,79.09,3.97,3,546,310
2027-04-19,P005,62,C,West,50.22,5.83,1,2417,343
2027-04-20,P006,62,B,South,51.41,10.79,1,3069,140
2027-04-21,P015,55,A,South,35.55,15.76,2,1288,157
2027-04-22,P016,55,E,East,35.67,6.07,2,3039,27
2027-04-23,P011,48,A,West,13.4,6.02,2,2065,10
2027-04-24,P007,79,E,South,57.83,9.43,4,400,390
2027-04-25,P006,50,C,North,37.79,18.31,3,4379,360
2027-04-26,P012,55,A,North,26.89,6.43,3,2745,96
2027-04-27,P004,55,D,West,20.95,7.18,2,4133,102
2027-04-28,P014,71,A,South,41.23,20.29,5,4073,30
2027-04-29,P011,59,B,East,90.91,11.1,4,397,96
2027-04-30,P012,74,A,West,56.48,14.98,2,1694,454
2027-05-01,P002,55,C,West,60.12,21.01,1,3266,439
2027-05-02,P011,65,C,West,14.89,2.61,2,4991,51
2027-05-03,P013,54,B,West,56.79,32.17,3,1311,446
2027-05-04,P011,83,E,North,70.09,20.52,3,3091,280
2027-05-05,P009,50,B,East,23.56,11.07,1,4865,313
2027-05-06,P016,65,E,North,98.52,30.36,5,2522,339
2027-05-07,P005,68,C,West,92.36,10.36,1,773,112
2027-05-08,P012,66,C,East,99.38,12.03,2,368,347
2027-05-09,P003,60,E,North,42.43,3.98,4,1888,93
2027-05-10,P016,61,A,South,84.01,26.85,2,4588,282
2027-05-11,P019,62,A,South,39.59,11.3,4,4998,194
2027-05-12,P017,60,B,West,77.42,18.38,5,1684,423
2027-05-13,P011,72,C,South,95.3,27.8,5,956,101
2027-05-14,P019,84,A,East,23.95,10.5,3,1075,128
2027-05-15,P018,56,C,West,22.63,7.44,5,1649,190
2027-05-16,P009,48,B,South,19.4,0.17,3,2558,476
2027-05-17,P013,61,D,East,81.85,10.2,4,2762,355
2027-05-18,P006,88,C,North,70.0,11.44,3,308,100
2027-05-19,P003,54,D,North,57.01,1.88,1,1147,244
2027-05-20,P012,78,C,East,79.65,25.35,3,4167,359
2027-05-21,P009,79,E,South,86.49,18.41,3,2410,71
2027-05-22,P009,56,D,East,95.46,22.99,5,500,311
2027-05-23,P015,68,E,East,28.11,10.57,5,1503,13
2027-05-24,P001,78,E,East,49.75,5.87,4,744,291
2027-05-25,P018,58,B,North,93.07,39.81,2,877,292
2027-05-26,P015,60,B,North,51.52,26.39,2,1476,294
2027-05-27,P008,56,A,North,53.89,9.18,5,109,70
2027-05-28,P011,52,D,South,94.82,51.87,4,4943,362
2027-05-29,P017,55,A,West,76.12,56.5,3,2579,167
2027-05-30,P014,50,D,North,59.68,22.95,3,2051,245
2027-05-31,P019,62,B,North,42.16,9.88,5,4920,322
2027-06-01,P005,54,B,East,92.38,19.32,1,4982,77
2027-06-02,P002,64,B,South,10.8,2.42,4,2164,284
2027-06-03,P015,46,D,East,38.89,4.71,2,3768,482
2027-06-04,P019,65,B,East,95.15,59.28,1,4868,396
2027-06-05,P016,70,A,East,54.84,10.73,1,3949,177
2027-06-06,P013,42,E,East,66.15,8.57,2,3935,134
2027-06-07,P007,66,D,North,57.94,18.03,4,4487,17
2027-06-08,P017,74,E,South,45.76,18.03,1,3700,480
2027-06-09,P019,50,A,North,69.88,14.26,3,772,219
2027-06-10,P007,79,C,West,78.98,32.92,3,2689,298
2027-06-11,P012,66,B,East,42.8,11.61,2,2173,443
2027-06-12,P013,55,A,North,63.15,21.58,3,2822,278
2027-06-13,P013,61,C,South,17.45,3.29,2,1677,227
2027-06-14,P014,67,D,West,59.28,5.48,2,4832,485
2027-06-15,P015,63,A,North,77.3,34.26,4,4927,318
2027-06-16,P002,67,D,North,62.67,30.4,1,2571,328
2027-06-17,P006,53,E,West,89.06,13.15,4,3129,107
2027-06-18,P009,64,E,South,35.76,19.9,5,2206,406
2027-06-19,P015,48,D,West,54.26,22.82,2,1939,67
2027-06-20,P020,61,E,West,17.87,12.85,2,3107,339
2027-06-21,P016,53,E,East,73.0,12.51,4,4108,80
2027-06-22,P002,54,B,East,49.86,8.29,1,2295,185
2027-06-23,P003,74,D,West,57.73,11.46,1,3541,108
2027-06-24,P020,73,D,East,21.56,9.92,1,4273,25
2027-06-25,P008,68,C,South,99.76,16.75,1,1466,239
2027-06-26,P008,51,B,North,79.47,24.63,2,2814,370
2027-06-27,P007,59,A,West,46.06,10.59,2,2328,18
2027-06-28,P011,74,B,East,61.3,19.76,1,2158,275
2027-06-29,P013,63,A,South,65.68,12.61,4,2577,175
2027-06-30,P008,85,D,South,96.47,8.3,4,4634,278
2027-07-01,P009,66,B,South,79.15,20.54,2,2695,232
2027-07-02,P016,64,C,West,41.47,34.15,4,2731,100
2027-07-03,P005,59,E,East,97.99,57.33,1,2427,410
2027-07-04,P014,63,A,South,37.16,20.21,5,3034,25
2027-07-05,P001,60,E,East,61.93,15.12,3,3713,108
2027-07-06,P019,69,D,North,73.06,46.1,3,2476,459
2027-07-07,P017,71,D,South,34.4,4.39,2,1847,166
2027-07-08,P014,54,D,South,96.07,9.3,1,172,160
2027-07-09,P013,48,E,East,29.45,11.9,5,2857,122
2027-07-10,P008,43,D,East,49.76,15.32,1,2642,197
2027-07-11,P003,67,D,East,26.19,12.67,1,4630,312
2027-07-12,P001,51,E,North,88.75,18.17,2,4923,459
2027-07-13,P019,40,D,West,29.94,13.16,2,3637,439
2027-07-14,P015,66,A,East,13.13,1.56,3,4741,16
2027-07-15,P008,87,B,South,13.5,7.46,4,1476,33
2027-07-16,P009,62,A,North,47.24,6.49,1,4213,169
2027-07-17,P013,70,D,East,57.05,25.56,4,746,178
2027-07-18,P012,63,D,East,13.75,5.49,1,2897,164
2027-07-19,P009,61,D,South,18.36,4.07,1,2357,401
2027-07-20,P020,71,D,South,18.77,3.29,4,2804,121
2027-07-21,P011,59,E,East,70.17,15.61,1,1698,435
2027-07-22,P005,64,B,North,36.98,14.37,1,2695,219
2027-07-23,P019,65,E,East,60.63,38.89,1,2672,163
2027-07-24,P018,55,E,West,16.63,3.13,2,4136,415
2027-07-25,P011,72,D,North,90.29,39.69,1,1171,373
2027-07-26,P011,60,A,South,37.4,19.91,3,493,90
2027-07-27,P006,54,A,South,80.04,27.93,3,1573,474
2027-07-28,P001,67,C,North,84.4,33.68,4,2630,43
2027-07-29,P009,53,B,North,98.91,48.67,5,2681,482
2027-07-30,P007,62,C,South,76.69,9.72,1,4113,173
2027-07-31,P006,62,E,West,49.85,6.82,5,1418,220
2027-08-01,P010,72,C,North,23.74,3.56,4,2006,402
2027-08-02,P005,66,C,South,14.31,7.78,2,262,220
2027-08-03,P001,61,C,East,89.76,30.59,3,4448,374
2027-08-04,P015,70,B,North,50.2,15.75,2,2079,182
2027-08-05,P005,76,A,West,77.5,27.89,1,3752,342
2027-08-06,P020,67,A,North,54.67,12.18,5,2603,25
2027-08-07,P006,62,C,West,89.17,46.26,3,4913,223
2027-08-08,P005,48,B,South,77.47,8.96,3,1787,186
2027-08-09,P017,51,A,North,17.69,3.62,4,3010,493
2027-08-10,P018,59,D,North,77.69,44.58,4,3772,421
2027-08-11,P004,55,A,West,34.01,8.61,2,3950,153
2027-08-12,P002,60,A,West,79.58,10.74,3,4970,117
2027-08-13,P008,62,B,East,95.37,50.86,3,133,69
2027-08-14,P005,67,B,West,93.71,47.11,5,2003,154
2027-08-15,P004,61,A,South,21.25,10.54,3,3408,484
2027-08-16,P014,66,D,North,14.92,3.78,1,2638,430
2027-08-17,P004,62,D,West,79.93,6.48,1,4288,438
2027-08-18,P008,42,C,East,73.9,8.74,4,4918,435
2027-08-19,P003,52,C,East,25.86,3.89,1,2800,402
2027-08-20,P014,60,A,West,71.61,17.21,3,3395,284
2027-08-21,P018,49,A,East,11.39,3.01,5,3879,193
2027-08-22,P012,68,A,North,66.8,19.41,1,2636,63
2027-08-23,P015,77,D,South,84.91,63.45,5,4027,378
2027-08-24,P020,74,E,East,67.77,7.09,1,2520,72
2027-08-25,P020,59,C,West,15.89,1.09,2,2709,486
2027-08-26,P009,76,C,West,99.19,44.65,2,3170,382
2027-08-27,P002,63,E,North,42.05,3.0,1,1643,221
2027-08-28,P001,58,A,South,44.24,11.34,2,3704,107
2027-08-29,P015,55,C,West,17.63,6.96,5,720,307
2027-08-30,P015,58,D,South,25.04,1.99,5,3555,343
2027-08-31,P008,58,E,East,34.41,16.11,3,4952,187
2027-09-01,P003,63,D,North,81.93,9.16,2,3087,411
2027-09-02,P002,63,A,East,72.26,9.76,5,4873,294
2027-09-03,P004,61,C,South,62.53,15.76,3,2660,155
2027-09-04,P018,66,D,West,87.75,32.39,2,4813,118
2027-09-05,P012,73,E,West,99.8,33.96,4,2062,178
2027-09-06,P018,71,A,North,44.63,9.99,4,1157,447
2027-09-07,P010,47,C,East,45.21,17.28,3,2681,41
2027-09-08,P008,36,C,South,76.25,20.0,5,1662,82
2027-09-09,P018,71,A,West,67.99,27.2,3,4772,471
2027-09-10,P017,48,A,West,11.21,5.33,3,2270,241
2027-09-11,P019,59,A,North,68.99,25.72,2,4516,123
2027-09-12,P006,50,D,North,74.76,9.65,3,1136,389
2027-09-13,P014,43,B,East,98.73,24.18,5,3920,85
2027-09-14,P005,67,C,West,62.81,17.24,4,2543,295
2027-09-15,P008,69,D,East,71.6,9.48,2,874,14
2027-09-16,P008,56,E,South,80.99,24.88,4,2494,433
2027-09-17,P018,35,C,East,18.64,4.55,4,4060,461
2027-09-18,P009,56,B,North,76.12,7.11,2,4957,459
2027-09-19,P014,65,E,East,59.22,5.69,2,2137,450
2027-09-20,P014,47,C,North,19.01,5.12,5,1624,111
2027-09-21,P020,63,B,West,70.29,29.52,3,1586,234
2027-09-22,P014,61,A,South,31.11,8.0,5,3184,373
2027-09-23,P017,67,B,West,58.41,23.55,1,3097,423
2027-09-24,P002,63,C,East,35.29,9.72,5,4948,117
2027-09-25,P014,52,B,West,19.41,3.4,2,351,264
2027-09-26,P012,73,C,North,32.58,0.38,4,4130,111
2027-09-27,P016,60,C,West,49.49,8.13,2,3802,247
2027-09-28,P006,61,B,South,54.47,15.37,2,1432,464
2027-09-29,P018,52,B,North,23.36,7.37,2,4365,252
2027-09-30,P007,57,E,South,38.89,3.49,1,4255,257
2027-10-01,P002,52,E,East,87.35,32.08,3,2427,154
2027-10-02,P013,60,D,South,91.93,22.01,4,2554,115
2027-10-03,P008,78,C,North,58.17,17.3,1,3282,83
2027-10-04,P012,48,E,North,54.13,20.74,3,4435,143
2027-10-05,P001,45,D,South,62.33,1.42,5,2191,348
2027-10-06,P009,76,C,West,29.31,13.71,5,2203,266
2027-10-07,P008,59,D,East,99.42,44.03,5,3053,151
2027-10-08,P009,55,E,North,77.07,24.8,2,2847,239
2027-10-09,P005,72,D,East,31.49,13.75,1,2652,185
2027-10-10,P013,55,B,West,34.49,5.7,2,2651,113
2027-10-11,P014,79,D,South,68.36,17.66,2,4857,184
2027-10-12,P004,68,A,South,39.06,9.34,2,3852,46
2027-10-13,P017,56,A,North,41.98,7.87,5,4710,495
2027-10-14,P009,83,D,North,80.28,42.55,5,1114,143
2027-10-15,P020,55,A,East,34.02,5.46,3,3055,432
2027-10-16,P015,69,D,West,73.47,32.33,2,2166,23
2027-10-17,P020,64,D,South,94.14,21.82,1,3912,429
2027-10-18,P004,74,D,East,21.17,2.64,4,4145,317
2027-10-19,P002,77,A,East,22.99,0.71,5,1754,209
2027-10-20,P013,61,C,East,94.86,15.02,4,4109,225
2027-10-21,P004,54,D,West,28.32,9.82,1,1252,382
2027-10-22,P018,66,D,South,11.88,1.01,3,188,496
2027-10-23,P016,54,B,South,88.17,25.66,5,1748,304
2027-10-24,P010,81,B,West,35.41,17.76,4,554,151
2027-10-25,P002,63,E,West,36.85,10.5,3,4267,398
2027-10-26,P014,57,A,East,30.42,5.16,4,2764,464
2027-10-27,P002,63,C,East,92.59,49.14,2,4441,80
2027-10-28,P018,48,D,East,79.7,20.84,2,2826,245
2027-10-29,P001,51,D,West,63.71,29.18,5,2865,38
2027-10-30,P013,73,A,South,50.79,29.59,4,3048,420
2027-10-31,P006,55,E,South,22.92,8.28,2,2092,319
2027-11-01,P017,51,E,South,93.34,10.11,4,1112,241
2027-11-02,P017,66,B,East,77.47,14.45,3,2351,336
2027-11-03,P011,73,A,South,35.1,12.47,5,4388,384
2027-11-04,P006,68,E,East,95.27,24.92,4,2632,220
2027-11-05,P020,71,E,West,94.17,18.06,1,4979,142
2027-11-06,P003,53,C,North,69.36,24.1,3,969,498
2027-11-07,P014,47,B,West,98.65,8.15,3,3354,147
2027-11-08,P006,76,B,East,26.85,8.04,4,4961,127
2027-11-09,P017,58,B,South,75.83,20.6,3,759,314
2027-11-10,P003,59,E,North,23.7,13.24,2,2592,182
2027-11-11,P017,74,D,North,72.25,34.32,3,4009,150
2027-11-12,P019,67,E,North,92.79,51.55,3,1758,79
2027-11-13,P018,66,E,West,58.25,17.45,3,1365,422
2027-11-14,P005,83,A,North,78.68,23.82,5,4169,364
2027-11-15,P015,55,B,East,22.88,4.09,2,4247,432
2027-11-16,P003,70,B,East,66.99,24.47,3,3820,164
2027-11-17,P008,62,C,West,15.69,4.89,1,2892,437
2027-11-18,P007,64,B,South,13.32,2.51,4,3352,370
2027-11-19,P018,76,E,South,67.07,7.82,1,3383,23
2027-11-20,P010,66,A,West,61.55,9.98,3,4975,480
2027-11-21,P010,66,C,South,39.63,1.99,3,3412,14
2027-11-22,P019,72,E,South,56.16,16.34,3,1805,407
2027-11-23,P001,57,E,North,71.59,24.15,4,497,363
2027-11-24,P002,53,C,West,68.03,21.78,4,423,375
2027-11-25,P001,50,E,West,16.63,4.41,3,2428,90
2027-11-26,P009,41,E,South,71.03,8.21,5,2310,178
2027-11-27,P015,81,A,South,69.36,23.92,1,1049,341
2027-11-28,P018,50,A,West,70.27,34.44,4,2314,382
2027-11-29,P018,59,A,East,86.26,45.47,3,3114,325
2027-11-30,P007,58,B,West,61.9,7.22,3,619,399
2027-12-01,P014,64,C,North,94.41,4.62,3,404,179
2027-12-02,P018,69,A,South,98.2,33.0,3,1150,135
2027-12-03,P020,69,E,North,77.67,14.18,1,1341,125
2027-12-04,P019,55,B,West,42.28,2.02,3,1446,85
2027-12-05,P005,59,C,South,22.88,9.37,3,336,38
2027-12-06,P009,64,A,West,83.81,17.77,1,786,402
2027-12-07,P018,58,A,West,23.2,3.64,1,4428,75
2027-12-08,P013,77,C,North,23.16,7.47,2,636,348
2027-12-09,P005,66,A,North,92.71,17.15,2,4256,315
2027-12-10,P020,68,C,East,60.39,6.3,3,2731,346
2027-12-11,P015,67,C,South,36.4,1.71,1,2835,406
2027-12-12,P019,73,E,West,96.67,18.56,1,4453,93
2027-12-13,P020,63,C,South,73.66,27.3,4,3586,496
2027-12-14,P011,48,D,North,58.14,18.25,1,4755,93
2027-12-15,P009,65,A,South,39.65,19.32,3,2640,45
2027-12-16,P016,54,E,East,70.9,33.86,4,1475,325
2027-12-17,P011,55,B,West,75.78,5.0,2,835,59
2027-12-18,P002,67,D,West,74.09,0.94,3,247,325
2027-12-19,P008,73,C,West,27.58,4.37,4,266,473
2027-12-20,P005,61,B,North,72.75,8.82,4,274,476
2027-12-21,P011,64,B,West,62.33,36.06,2,939,234
2027-12-22,P011,78,B,North,86.51,11.69,3,554,190
2027-12-23,P009,63,B,East,66.23,8.89,4,1299,42
2027-12-24,P011,87,E,West,23.16,4.24,4,3765,279
2027-12-25,P005,66,E,South,38.67,9.55,3,2245,30
2027-12-26,P009,43,B,North,76.94,34.61,2,4919,165
2027-12-27,P001,68,D,North,76.6,14.55,4,4758,300
2027-12-28,P010,64,A,South,30.04,7.66,4,1986,191
2027-12-29,P008,74,A,South,41.91,8.1,2,3152,28
2027-12-30,P019,67,E,East,11.38,3.24,3,2512,250
2027-12-31,P016,59,D,North,39.85,13.41,4,3008,90
2028-01-01,P013,48,D,East,12.37,1.2,1,3921,340
2028-01-02,P005,59,C,South,88.56,46.64,4,237,469
2028-01-03,P018,52,E,West,70.0,8.78,1,765,47
2028-01-04,P009,55,D,South,97.22,41.84,5,2214,377
2028-01-05,P004,66,D,South,90.27,8.07,1,3338,77
2028-01-06,P014,77,A,East,64.31,4.4,4,2578,130
2028-01-07,P007,65,D,East,55.26,22.92,3,4872,380
2028-01-08,P012,49,D,South,89.54,32.42,5,2202,69
2028-01-09,P007,65,B,East,36.86,15.19,4,2564,293
2028-01-10,P011,73,A,North,30.12,8.16,4,1612,311
2028-01-11,P015,54,A,East,46.9,6.93,4,4794,393
2028-01-12,P007,59,B,East,14.79,0.54,5,2139,203
2028-01-13,P020,61,A,West,37.18,9.29,2,2650,288
2028-01-14,P017,53,C,West,17.53,2.74,1,2633,334
2028-01-15,P005,67,C,West,14.74,2.67,3,228,127
2028-01-16,P008,59,E,North,59.62,6.96,5,1246,473
2028-01-17,P010,65,A,East,73.73,20.88,3,1298,448
2028-01-18,P006,52,A,East,58.3,13.43,3,1470,91
2028-01-19,P002,56,C,West,16.35,1.43,1,793,358
2028-01-20,P005,68,E,North,45.55,11.23,1,1405,235
2028-01-21,P010,57,E,East,19.99,6.13,3,1160,211
2028-01-22,P003,78,C,East,68.51,6.15,4,1812,270
2028-01-23,P013,56,C,East,84.38,16.97,2,4003,455
2028-01-24,P016,63,B,East,20.5,3.39,4,547,346
2028-01-25,P015,70,E,North,16.02,8.77,5,1048,125
2028-01-26,P002,46,E,West,46.54,12.5,3,1219,170
2028-01-27,P003,43,B,West,37.31,8.76,4,4137,366
2028-01-28,P020,45,C,North,33.46,7.78,4,2458,337
2028-01-29,P018,73,B,East,29.03,6.53,5,3098,164
2028-01-30,P020,55,B,East,38.52,12.16,5,899,439
2028-01-31,P020,86,D,North,96.88,80.64,2,1730,169
2028-02-01,P015,55,E,North,87.19,29.43,5,2095,124
2028-02-02,P005,62,C,South,64.12,20.47,4,1686,275
2028-02-03,P011,76,D,North,82.04,1.42,1,2212,476
2028-02-04,P003,80,D,East,11.33,2.53,2,4085,210
2028-02-05,P009,81,D,North,20.03,6.25,3,2356,282
2028-02-06,P007,72,C,West,36.32,3.09,5,229,97
2028-02-07,P002,71,B,East,67.95,10.76,5,414,126
2028-02-08,P015,66,C,North,89.51,10.07,3,2140,382
2028-02-09,P012,68,E,North,30.8,3.26,1,3351,149
2028-02-10,P016,55,E,North,22.53,13.26,5,3363,162
2028-02-11,P016,52,B,East,86.31,37.05,2,1615,195
2028-02-12,P016,60,C,North,46.82,2.46,1,4497,97
2028-02-13,P019,59,B,North,72.96,1.36,4,2687,211
2028-02-14,P003,56,B,West,59.32,16.98,1,3686,444
2028-02-15,P020,67,C,South,25.83,13.87,3,2854,332
2028-02-16,P004,70,E,West,73.05,15.12,3,4357,165
2028-02-17,P001,61,C,South,47.87,26.97,3,1683,43
2028-02-18,P008,75,E,West,35.9,21.22,3,1021,224
2028-02-19,P015,49,A,North,91.24,8.33,3,4894,36
2028-02-20,P005,58,A,North,10.54,0.79,3,3824,317
2028-02-21,P020,53,A,East,46.44,8.31,4,4875,165
2028-02-22,P012,42,D,East,37.05,4.26,1,380,85
2028-02-23,P020,59,E,West,14.9,6.89,1,2714,154
2028-02-24,P020,59,E,West,17.24,2.65,5,3109,356
2028-02-25,P004,75,C,South,25.51,3.98,5,1985,96
2028-02-26,P015,66,E,East,55.45,26.47,1,2481,203
2028-02-27,P006,50,C,West,35.44,2.78,4,1211,405
2028-02-28,P005,79,D,North,85.41,47.39,5,1920,111
2028-02-29,P011,72,C,West,31.6,20.13,2,3334,352
2028-03-01,P014,66,A,South,74.82,13.12,2,3105,166
2028-03-02,P011,58,C,East,28.93,10.61,1,3921,399
2028-03-03,P009,51,C,East,13.83,1.25,1,2639,39
2028-03-04,P010,56,C,North,33.82,5.37,3,3573,343
2028-03-05,P006,71,E,East,85.38,33.29,3,4230,392
2028-03-06,P011,79,B,East,17.4,2.64,4,3739,33
2028-03-07,P009,76,B,South,41.0,20.03,1,2372,287
2028-03-08,P005,55,B,East,10.72,3.63,2,1345,22
2028-03-09,P010,49,E,West,66.72,9.56,1,2387,310
2028-03-10,P020,61,A,North,94.85,32.77,2,2738,16
2028-03-11,P014,42,B,East,44.59,12.08,5,4053,484
2028-03-12,P006,63,B,West,61.92,29.87,5,755,32
2028-03-13,P004,59,D,North,50.71,32.01,5,3592,343
2028-03-14,P010,55,D,North,97.6,6.81,3,3448,186
2028-03-15,P011,44,A,South,76.24,30.91,5,1519,236
2028-03-16,P016,65,C,East,13.98,1.25,2,938,403
2028-03-17,P007,55,C,North,19.79,5.46,4,791,229
2028-03-18,P018,48,D,North,52.34,12.37,1,949,377
2028-03-19,P007,31,D,North,66.86,18.7,2,4737,304
2028-03-20,P015,60,A,North,36.14,5.78,4,1420,378
2028-03-21,P019,78,A,South,70.72,19.17,3,2694,480
2028-03-22,P018,77,E,North,61.89,25.52,2,1772,284
2028-03-23,P015,55,C,North,49.16,22.92,1,3011,390
2028-03-24,P018,54,E,South,62.41,24.5,3,2385,462
2028-03-25,P003,65,B,South,92.48,1.93,2,718,498
2028-03-26,P001,50,A,South,31.89,18.62,2,583,219
2028-03-27,P001,63,C,North,81.21,22.35,3,2323,46
2028-03-28,P007,68,C,West,11.08,3.98,1,3154,443
2028-03-29,P010,72,E,West,17.63,2.22,5,122,184
2028-03-30,P012,59,D,North,95.47,6.5,5,2790,395
2028-03-31,P008,58,D,East,72.8,12.62,3,3270,438
2028-04-01,P017,51,A,East,67.0,6.03,2,2253,441
2028-04-02,P014,52,D,East,40.06,14.12,3,1201,297
2028-04-03,P017,58,B,South,26.59,4.68,2,1901,334
2028-04-04,P006,63,C,East,44.19,7.74,2,251,141
2028-04-05,P020,69,D,East,63.86,6.93,2,2706,419
2028-04-06,P017,52,A,South,67.09,23.0,4,3121,113
2028-04-07,P020,75,B,West,25.26,1.03,5,2166,14
2028-04-08,P008,57,E,North,50.1,14.14,5,2920,301
2028-04-09,P013,60,E,West,61.01,26.64,1,4412,92
2028-04-10,P016,52,B,South,96.4,26.58,3,3666,37
2028-04-11,P012,36,A,East,59.45,21.97,4,4911,286
2028-04-12,P017,69,E,East,62.25,1.42,3,4006,387
2028-04-13,P018,67,C,West,78.87,36.01,1,2560,498
2028-04-14,P008,57,C,South,47.7,8.45,4,424,485
2028-04-15,P018,60,A,South,44.55,21.63,4,2987,406
2028-04-16,P011,65,A,West,63.18,21.37,4,4188,263
2028-04-17,P013,44,C,East,80.5,15.93,3,2220,102
2028-04-18,P012,54,A,South,67.38,21.27,5,2387,26
2028-04-19,P015,68,B,West,26.75,15.54,3,3912,151
2028-04-20,P003,47,A,East,45.79,17.39,3,2851,109
2028-04-21,P003,63,C,East,56.13,32.03,4,1857,206
2028-04-22,P006,46,D,East,57.14,14.63,5,1190,496
2028-04-23,P003,64,A,North,40.56,16.35,5,2279,107
2028-04-24,P009,59,E,South,57.02,22.52,5,460,455
2028-04-25,P011,43,B,South,70.57,12.74,2,4380,363
2028-04-26,P008,71,B,East,52.12,21.5,4,3215,498
2028-04-27,P004,52,B,North,50.62,13.12,5,956,90
2028-04-28,P020,51,E,South,82.14,41.8,2,4545,333
2028-04-29,P015,62,E,South,78.12,45.13,5,1735,251
2028-04-30,P005,71,B,North,48.02,2.58,5,4957,205
2028-05-01,P007,49,B,South,99.64,24.36,1,457,494
2028-05-02,P008,60,B,South,15.98,1.36,2,2298,142
2028-05-03,P007,64,A,West,39.34,13.62,5,3014,153
2028-05-04,P008,66,E,South,13.31,1.62,4,2468,189
